Distributeur,tconst,Année_de_Sortie,Genre,Réalisateur_id,Réalisateur,Acteur_Id,Acteur,Actrice_Id,Actrice,Id_film,original_language,Titre,Synopsis,Popularité,Affiche_de_Film,Pays,Revenues,Durée,Langues,Note,Nombre_de_Vote,Catégorie
PYRAMIDE,tt0808462,2006.0,Drama,nm0369087,Jean-Pascal Hattu,nm0865333|nm0865333|nm0873418|nm0873418|nm2244510,"Bruno Todeschini,Bruno Todeschini,Cyril Troley,Cyril Troley,Pablo de la Torre",nm0233123|nm0233123|nm0434191|nm2488904,"Valérie Donzelli,Valérie Donzelli,Nadia Kaci,Martine Verdeau",45677,en,7 ans,"A devoted young woman becomes ensnared in a web of sexuality and betrayal in Jean-Pascal Hattu’s consistently unpredictable and finely wrought character study. A vividly realistic psychosexual drama, the film’s sharp emotional honesty heralds a distinct new voice from a promising young director. Hattu soon reveals that Maite’s husband Vincent is in prison for an unspecified crime, and that she has promised to wait for him and attend to his laundry (if not his conjugal needs) during his incarceration. On one of her weekly visits, Maite meets Jean, an oddly inquisitive and boldly flirtatious prison warden, and soon the two commence a joyless affair. Seemingly smitten with Maite, Jean, in a gesture of kindness to his lover, eases up on her husband behind bars; the two become pals and even engage in some homoerotic shower talk. —Robert O’Shaughnessy",1.806,/1zwnDWXE6HqAbJTaWqbKZcqdwpw.jpg,['FR'],0,86,['fr'],3.5,2,Art et Essai
MARS FILMS,tt0283832,2002.0,"Comedy,Crime,Musical",nm0654830,François Ozon,nm0484000,Dominique Lamure,nm0000272|nm0000322|nm0201638|nm0000366|nm0001461,"Fanny Ardant,Emmanuelle Béart,Danielle Darrieux,Catherine Deneuve,Virginie Ledoyen",1958,fr,8 femmes,"Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",10.001,/bJu4Gm7NQb2woPiIovrPD5jNWzf.jpg,"['AU', 'AT', 'BE', 'BR', 'CA', 'FR', 'IT', 'JP', 'LB', 'PT', 'RS', 'ES', 'CH', 'TW']",0,111,"['en', 'fr']",7.0,868,Art et Essai
UFO Distribution,tt1318061,2009.0,Drama,nm1360317,Xabi Molia,nm0687914|nm0688550|nm3870713|nm0091016|nm0259027,"Denis Podalydès,Mathieu Busson,Kevyn Frachon,Marc Bodnar,Christian Erickson",nm0310865|nm1036630|nm4654861|nm2571661,"Julie Gayet,Fani Kolarova,Alissa Parutenco,Tania Dessources",61374,fr,8 fois debout,"Elsa makes a living from little jobs, struggling to gain custody of his son. Mathieu, who lives next door, also keeps getting job interviews only to polish his art of failure. Their situation is increasingly precarious, but both are trying to bounce back in a world that seems not to fit them.",0.755,/83zhbsbq7xVlV8ixXzZ6xSXaJlP.jpg,['FR'],0,103,['fr'],6.0,17,Art et Essai
WILD BUNCH Distribution,tt2853614,2013.0,"Comedy,Crime,Mystery",nm0243355,Albert Dupontel,nm0243355|nm0548169|nm0399576|nm0243620|nm0099521,"Albert Dupontel,Nicolas Marié,Philippe Uchan,Philippe Duquesne,Bouli Lanners",nm0452161|nm2662182,"Sandrine Kiberlain,Laure Calamy",200713,fr,9 mois ferme,"Ariane Felder is pregnant! This is surprising with her being a young hardened judge with strict morals.  But what is more surprising is that, according to paternity testing, the child's father is none other than Bob, a criminal from the prosecution charged with an atrocious attack!  Ariane doesn't remember any of what has happened, so she has no idea what to expect...",5.526,/6vCLklvrl7ogr6DywSV3v5XyKk9.jpg,['FR'],0,82,['fr'],6.426,487,Art et Essai
La Vingt-Cinquième Heure,tt13149356,2022.0,Drama,nm1966841,Jan Gassmann,nm4082042|nm8858440|nm15706464|nm13693412|nm8657713,"Dominik Fellmann,Danny Exnar,Leo Matteo Girolamo,Gregory Hari,Katerina Stoykova",nm11922612|nm13693414|nm13693413|nm15706465|nm15706466,"Valentina Di Pace,Jessica Huber,Ale Lindman,Annina Machaz,Noemi Ceresola",964819,de,99 Moons,"Everything is under control, she thinks. Everything is lost, he thinks. And then they meet. And fall.",11.638,/kvD2Shf2VKuSbCbmQLMS1RenN9c.jpg,['CH'],0,110,['de'],6.0,1,Art et Essai
AD VITAM,tt3242418,2015.0,Drama,nm3509272,Hélène Zimmer,nm7146166|nm7146167|nm6954654|nm3152112|nm7146168,"Kevin Château,Louis Jacq,Yassine Douighi,Azzedine Bouabba,Antoine Coissac",nm5998777|nm1863193|nm5998778|nm4746483,"Athalia Routier,Galatéa Bellugi,Najaa Bensaid,Sam Greep",299710,fr,À 14 ans,"The lives and turbulent adventures of a bunch of fourteen-year-old teenagers, through the eyes of three young girls - Sarah, Jade and Louise - with one last year to go before high school.",3.366,/lQ1G742IaxqU6AHB3j6VQ2SN4GY.jpg,['FR'],0,90,['fr'],4.0,61,Art et Essai
VIGO Films,tt6194704,2018.0,Comedy,nm2644285,Virginie Verrier,nm0856493|nm0297004|nm0682692|nm0805229|nm1082843,"Fred Testot,Thierry Frémont,Frédéric Pierrot,Bruno Slagmulder,Nicolas Bridet",nm1294652|nm4708285|nm1044875|nm0182946|nm0537865,"Erika Sainte,Matilda Marty-Giraut,Shirley Bousquet,Fanny Cottençon,Valérie Mairesse",523288,fr,À 2 heures de Paris,"A mother never knew who her daughter's father was. When the daughter starts to crave an answer, they both return to their home region of Picardy to find out.",1.4,/oFjahvMBFdRJ4iAdIE8RIhnYAPy.jpg,['FR'],0,80,['fr'],4.6,16,Art et Essai
Les Films du Camélia,tt0071219,1973.0,"Biography,Documentary,Drama",nm0371883,Jack Hazan,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,142195,en,A Bigger Splash,A fictionalised biopic about the end of David Hockney's relationship with Peter Schlesinger which was named after Hockney's pop-art painting 'A Bigger Splash'.,2.299,/qaLSS3HrDT9s6sqF3afWGBBYtg0.jpg,['GB'],0,106,['en'],6.0,8,Art et Essai
STATION (LA),tt0984175,2007.0,Drama,nm0854098,Chico Teixeira,nm2589781|nm2585933|nm2702944|nm0532458|nm0704326,"Vinny Zinn,Ricardo Vilaça,Felipe Massuia,Zécarlos Machado,Luciano Quirino",nm2045457|nm0954756|nm2117775|nm3219986|nm3221374,"Carla Ribas,Berta Zemel,Renata Zhaneta,Mariana Leighton,Dirce Couto",81923,pt,A Casa de Alice,"Alice, married for the last 20 years to a taxi driver, works in a beauty parlour, has three children, the eldest of whom is doing his military service, and a mother who works as a maid in her house. None of the three siblings pay much attention to their mother, and they treat their grandmother with lack of respect. Alice's life in the female working world contrasts strongly with the powerful masculine presence in her home. Although she's a good girl, the chance to betray uncovers other betrayals she didn't know existed.",1.407,/v2t8pCgcgA04iYkyisPLVzlemMc.jpg,['BR'],0,92,['pt'],5.9,16,Art et Essai
ACACIAS,tt0056731,1963.0,"Comedy,Crime",nm0222545,Michel Deville,nm0153493|nm0340926|nm0892615|nm0239286,"Jacques Charrier,Helmut Griem,Louis Velle,Roland Dubillard",nm0218634|nm0370371|nm0481030|nm0562831|nm0894964,"Mylène Demongeot,Jill Haworth,Marie Laforêt,Juliette Mayniel,Odile Versois",109762,fr,"À cause, à cause d'une femme","A young man is a collector of feminine conquests. One morning, leaving one of his mistresses he is addressed by one of his past flirts. As revenge, she denounces him later to the police as the murderer of her fiance who was found dead the same morning. With the help of his mistresses and some new ones he makes on the road, the young man goes in search of the man he thinks is the killer, then his blond consort with whom he fell in love at the first sight the evening before.",1.064,/j8rT6R4pBr15CAblPMB6O6mdHUc.jpg,['FR'],0,116,['fr'],5.2,6,Art et Essai
MARS DISTRIBUTION,tt0403347,2004.0,Drama,nm0244782,Laure Duthilleul,nm0152647|nm0954907|nm0488417|nm1614527|nm1614632,"Antoine Chappey,Fabio Zenoni,Gérald Laroche,Jonas Capelier,Louis Lubat",nm0000521|nm1614768|nm1202905|nm0238265,"Sophie Marceau,Pôme Auzier,Clotilde Hesme,Agathe Dronne",78134,fr,À ce soir,"The four days following the death of a small town doctor, seen through the eyes of Nelly, his wife, a nurse.",1.96,/nfO144BW2QxvqHpo6cBhxWAUkeS.jpg,['FR'],0,99,['fr'],4.6,7,Art et Essai
Haut et Court Distribution,tt14324296,2021.0,Drama,nm3476432,Jonas Carpignano,nm6444286|nm9017267|nm12713605|nm4626311|nm8977050,"Pio Amato,Carmelo Caccamo,Claudio Rotolo,Koudous Seihon,Francesco Pio Amato",nm10026347|nm8977048|nm12713608|nm12713606,"Swamy Rotolo,Susanna Amato,Antonina Fumo,Carmela Fumo",833420,it,A Chiara,"The Guerrasio family and friends gather to celebrate Claudio and Carmela’s oldest daughter’s 18th birthday. There is a healthy rivalry between the birthday girl and her 15-year-old sister Chiara as they compete on the dancefloor. It is a happy occasion, and the close-knit family are on top form. However, everything changes the next day when the father disappears. Chiara, unconvinced by the cover story, starts to investigate. As she gets closer to the truth, she is forced to decide what kind of future she wants for herself.",4.598,/Ak0AM4lpmmkUkT0kXmRdjjxfa7h.jpg,"['FR', 'IT', 'SE']",0,121,['it'],7.1,70,Art et Essai
HAUT ET COURT,tt6802896,2017.0,"Crime,Drama",nm3476432,Jonas Carpignano,nm6444286|nm4626311|nm8949518|nm8977049|nm8977050,"Pio Amato,Koudous Seihon,Damiano Amato,Rocco Amato,Francesco Pio Amato",nm8977046|nm8977047|nm8977048,"Iolanda Amato,Patrizia Amato,Susanna Amato",453270,it,A Ciambra,"Pio Amato, a 14 year-old member of a small Romani community in  southern Italian town of Gioia Tauro in Calabria, is in a hurry to grow up. Pio follows his older brother Cosimo everywhere and from him he learns how to hustle and how to navigate the streets of his hometown. One night Pio sets out to prove to his brother that he is as good or better than him but, when things go wrong, a series of events will forever change the way he sees the world.",5.99,/bIkDmCWDIWyHAQgKCZpuD5d8kKl.jpg,['IT'],0,118,['it'],7.238,145,Art et Essai
HAPPINESS Distribution,tt3150912,2013.0,"Documentary,Drama",nm0652823,Mariana Otero,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,224918,fr,À ciel ouvert,"On the Franco-belgian border, there's a unique place that takes in children with mental and social problems. Day after day, the adults try to understand the enigma that each one of them represents and, without ever imposing anything on them, invent the solutions that will help them to live in peace, case by case. Through their stories, 'Like an Open Sky' reveals their singular vision of the world to us.",1.4,/uODPCwOoh9S9D7kYhQe9IzyslIp.jpg,"['FR', 'BE']",27538,110,['fr'],7.0,1,Art et Essai
PAN EUROPEENNE,tt0115069,1995.0,"Drama,Romance",nm0553078,Solange Martin,nm0865333|nm0468130|nm0713702|nm0762981|nm0221121,"Bruno Todeschini,Sotigui Kouyaté,Asil Raïs,Alou Sanogro,Christophe Desenclos",nm0194662|nm0198610,"Clémentine Célarié,Andrée Damant",408295,fr,À cran,"A man. A woman. A single night in Paris. Such is the basic framework of this French romance that begins when middle-aged middle-class housewife Clara, happily drives to the airport to meet her husband who was supposed to come in on the evening flight and is devastated to learn that he has remained at his hotel and is having an affair. Clara sees a younger man eating a sandwich and asks him to have a drink. Later, she and he, an amiable baggage handler, spend the evening talking and exploring the nightlife on the outskirts of Paris. There they meet many people from other countries who come to Paris and work as laborers.",0.87,/uywDaYvvO5xGce5nbGJabzqixPc.jpg,['FR'],0,79,['fr'],1.0,1,Art et Essai
MARS Distribution,tt1571222,2011.0,"Biography,Drama,Romance",nm0000343,David Cronenberg,nm1055413|nm0001557|nm0001993|nm0377333|nm0777912,"Michael Fassbender,Viggo Mortensen,Vincent Cassel,André Hennicke,Arndt Schwering-Sohnrey",nm0461136|nm0300589|nm0719088|nm0140647|nm2212134,"Keira Knightley,Sarah Gadon,Mignon Remé,Mareike Carrière,Franziska Arndt",48231,en,A Dangerous Method,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",12.123,/7aU2xjjFhZzQzYXa0UM5JW01N4m.jpg,"['CH', 'GB', 'DE', 'CA']",27462041,99,['en'],6.347,1849,Art et Essai
UNIVERSAL PICTURES France,tt1016321,2009.0,Drama,nm1104944,Heitor Dhalia,nm0001993|nm2981368|nm4616192|nm1165539,"Vincent Cassel,Max Huszar,Matthew Rougé,Cauã Reymond",nm2981006|nm0004741|nm3623729|nm0088614|nm0537351,"Laura Neiva,Camilla Belle,Izadora Armelin,Débora Bloch,Thiare Maia",39641,pt,À Deriva,A 1980s-set drama about a teenage girl undergoing her sexual awakening when she learns about her father's infidelities.,4.759,/FYtyet4WICWj5nSe7MjCU3NMXB.jpg,['BR'],0,97,['pt'],5.985,65,Art et Essai
METROPOLITAN,tt0365125,2004.0,Comedy,nm0000691,John Waters,nm0001389|nm0424216|nm5291465,"Chris Isaak,Johnny Knoxville,Nick Noble",nm0001808|nm0004757|nm0791877|nm0831467|nm0372553,"Tracey Ullman,Selma Blair,Suzanne Shepherd,Mink Stole,Patricia Hearst",13702,en,A Dirty Shame,"Sylvia Stickles runs a convenience store with her husband and mother-in-law. One day, Sylvia is hit on the head and transforms from an uptight prude to a sex-crazed lunatic. As she goes on a rampage through town, Sylvia attracts the attention of Ray Ray, a sexual healer and tow truck driver in search of the world's greatest orgasm. Their sexual revolution, however, causes a class war in their tiny Baltimore community.",14.571,/ckdr93mGUoOW6UA2VFWVqHWhIxB.jpg,['US'],1914166,89,['en'],5.414,243,Art et Essai
ACACIAS,tt0053473,1959.0,"Crime,Drama",nm0001031,Claude Chabrol,nm0000901|nm0196541|nm0423440|nm0202994|nm0844435,"Jean-Paul Belmondo,Jacques Dacqmine,André Jocelyn,Mario David,László Szabó",nm0732877|nm0523791|nm0885510|nm0480942,"Madeleine Robinson,Antonella Lualdi,Jeanne Valérie,Bernadette Lafont",45348,fr,À double tour,The mistress of the wealthy Henri Marcoux is murdered and the family accuses the milkman of committing the crime. But Marcoux's daughter's fiancé suspects that she may have been murdered by someone else.,1.995,/ndplBIBk5PzsuTSZI0w9eAUxX6.jpg,['FR'],0,110,['fr'],6.1,23,Art et Essai
Rezo Films,tt6386684,2018.0,Comedy,nm0221711,Antoine Desrosières,nm8683179|nm8683180|nm8683181|nm8683182|nm8683183,"Sidi Mejai,Mehdi Dahmane,Elis Gardiole,Farid Kadri,Younès Moktari",nm7393453|nm7393452|nm7327253|nm1928581,"Souad Arsane,Inas Chanti,Loubna Abidar,Baya Kasmi",517982,fr,À genoux les gars,"In the absence of her sister Rim, what was Yasmina doing in a car park with their boyfriends Salim and Majid? Rim knows nothing about it, but that's because Yasmina is doing her utmost to prevent her from finding out. What was it, then? The unmentionable... the worst thing ever... supersize shame - and it was all captured by Salim in a potentially highly volatile video...",2.675,/lUgxmlOMVgDSU8x2uuiaK8ymA4R.jpg,['FR'],0,98,['fr'],4.8,28,Art et Essai
Universal Pictures International France,tt6265828,2017.0,"Drama,Fantasy,Mystery",nm1108007,David Lowery,nm0000729|nm8141375|nm0183462|nm2049889|nm3203448,"Casey Affleck,McColm Cephas Jr.,Grover Coulson,Barlow Jacobs,Richard Krause",nm1913734|nm5652167|nm0136388|nm1000281,"Rooney Mara,Kenneisha Thompson,Liz Cardenas,Sonia Acevedo",428449,en,A Ghost Story,"Recently deceased, a white-sheeted ghost returns to his suburban home to console his bereft wife, only to find that in his spectral state he has become unstuck in time, forced to watch passively as the life he knew and the woman he loves slowly slip away.",14.739,/rp5JPIyZi9sMob15l46zNQLe5cO.jpg,['US'],1929659,93,['en'],7.107,2062,Art et Essai
PRETTY Pictures,tt2326554,2014.0,"Drama,Horror,Romance",nm3235877,Ana Lily Amirpour,nm4256281|nm0542000|nm1487670|nm5723932|nm2872129,"Arash Marandi,Marshall Manesh,Dominic Rains,Milad Eghbali,Reza Sixo Safai",nm2611074|nm2236560|nm2990895|nm3235877,"Sheila Vand,Mozhan Navabi,Rome Shadanloo,Ana Lily Amirpour",252171,en,A Girl Walks Home Alone at Night,"In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.",11.372,/4ririIPMbOnbnZlQGnTYgDIcbxa.jpg,['US'],395000,101,['fa'],6.8,743,Art et Essai
Pyramide Distribution,tt12443756,2020.0,Drama,nm1310723,Marie-Castille Mention-Schaar,nm7013406|nm9946750|nm9687163,"Vincent Dedienne,Gabriel Almaer,Jonas Ben Ahmed",nm4374524|nm1331316|nm1574565|nm0517974|nm0594885,"Noémie Merlant,Soko,Alysson Paradis,Anne Loiret,Geneviève Mnich",712113,fr,A Good Man,"Benjamin and Aude have loved each other for 7 years. They live together on a small island in Brittany. Benjamin dreams of starting a family but the couple learns that Aude is sterile. So Benjamin has an idea. He is the one who will bear their child because before being Benjamin, his name was Sarah.",3.445,/iFh6BFyIMxOy2mnuBZeNWILMdtQ.jpg,"['BE', 'FR']",0,107,['fr'],4.5,11,Art et Essai
METROPOLITAN,tt0399146,2005.0,"Action,Crime,Drama",nm0000343,David Cronenberg,nm0001557|nm0000438|nm0000458|nm1525948|nm0534132,"Viggo Mortensen,Ed Harris,William Hurt,Ashton Holmes,Peter MacNeill",nm0004742|nm0443184,"Maria Bello,Sumela Kay",59,en,A History of Violence,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,14.801,/A26rcvipOqptVs7i5uRmKicXRxE.jpg,"['CA', 'DE', 'US']",60740827,96,['en'],7.179,2798,Art et Essai
SHELLAC,tt1235552,2008.0,"Drama,Fantasy,Romance",nm0109885,Jean-Claude Brisseau,nm0082749|nm0157255|nm3185258|nm0704474,"Arnaud Binard,Etienne Chicot,Frédéric Aspisi,Jocelyn Quivrin",nm3018114|nm3181055|nm2226143|nm2395940|nm3184466,"Carole Brana,Nadia Chibani,Lise Bellynck,Estelle Galarme,Michèle Larue",64124,fr,À l'aventure,"Fed up with her present lifestyle, and more particularly sexually unsatisfied by her boyfriend Fred, Sandrine decides to find a new way in life. Intrigued by her friend Sophie, who tells her about her sexual experimentations, she will find, through various encounters, new pleasures and new experiences, whether physical or spiritual.",5.348,/aoRutQ7FRrxgDZ7iNW9aZeJirzF.jpg,['FR'],0,104,['fr'],5.2,48,Art et Essai
BAC Films,tt1332650,2008.0,Drama,nm0394502,Bojena Horackova,nm0209629|nm3226264|nm3217512,"Louis-Do de Lencquesaing,Alexandre de La Baume,Olivier Rambeau",nm3218213|nm1227338|nm0143684|nm0674701|nm3317003,"Patricia Chraskova,Carole Deffit,Geneviève Casile,Mireille Perrier,Elise Ruth Robstad",228817,fr,À l'est de moi,"A young woman travels to Moscow, speaking with the people she meets of the region's recent past.",1.108,/bWBE8BJCfGjneSiBvXpBtLb0cgN.jpg,['FR'],0,85,"['ru', 'fr', 'cs']",4.5,6,Art et Essai
